Topic,Words,Frequency,Class
1,"person, executive, good, helpful, polite",1,Wendy Taylor
2,"themit, executivebut, schedule, fast, taking",1,Wendy Taylor
5,"helpful, care, executive, customer, good",1,Wendy Taylor
9,"resolves, thankyou, soon, hope, regarding",1,Wendy Taylor
15,"bahaviar, support, nice, executive, customer",1,Wendy Taylor
36,"talk, nice, comfortable, deal, feel",1,Wendy Taylor
37,"skills, talking, good, style, language",1,Wendy Taylor
42,"talking, good, sport, talk, excutive",1,Wendy Taylor
46,"staff, good, supportive, supporting, assisted",1,Wendy Taylor
0,"pl, guided, card, share, job",1,Jorge Ingram
1,"wonderful, interaction, help, thanks, executive",1,Jorge Ingram
8,"allows, tollfree, currently, requesting, reach",1,Jorge Ingram
46,"staff, gesture, solution, provide, good",1,Jorge Ingram
-1,"superb, care, service, customer, talk",1,Joshua Underwood
15,"excellent, support, executive, customer, supportive",1,Joshua Underwood
0,"activated, request, happen, tomorrow, rejected",1,Mary Johnston
-1,"access, gift, card, simple, didnt",1,Michelle Smith
0,"mr, clearly, 24, thanku, hours",2,Michelle Smith
40,"service, good, customer, , ",1,Michelle Smith
0,"packaging, informative, warranty, appreciated, highly",2,Ryan Bishop III
12,"nice, service, customer, good, helpful",1,Ryan Bishop III
53,"helpfull, person, helpful, gd, helpfulappreciating",1,Ryan Bishop III
0,"ammount, tired, makes, refund, satisfaction",1,Tammy Mcneil
8,"contacting, easier, chat, care, easy",1,Tammy Mcneil
22,"humble, understand, polite, problem, executive",1,Tammy Mcneil
0,"20k, processed, 5th, worth, gift",1,Corey Brown
-1,"thats, calling, end, pathetic, times",1,Donna Lee
6,"best, support, care, customer, supportive",1,Donna Lee
12,"service, good, customer, nice, helpful",1,Donna Lee
-1,"humble, polite, executive, customer, talk",1,Karen Smith
0,"scamed, strict, platform, extremely, understood",1,Belinda Landry
-1,"lovely, miss, talk, nice, talking",1,Scott Bell
0,"iu2019m, satisfied, happy, service, talk",1,Scott Bell
4,"nature, helping, care, customer, good",1,Scott Bell
7,"thise, toking, person, good, muchh",1,Scott Bell
0,"verification, loosing, banned, products, let",3,Tammy Cochran
1,"worst, executive, helpful, polite, good",1,Tammy Cochran
12,"service, good, customer, nice, helpful",1,Tammy Cochran
23,"dumbdidnt, intention, help, care, customer",1,Tammy Cochran
29,"skills, person, nice, good, thanx",1,Duane Norman
-1,"easily, amazing, experience, person, talk",1,Penny Lam
0,"executivethanks, feeling, talk, nice, shopzilla",1,Penny Lam
1,"excellent, behaviour, executive, helpful, polite",1,Penny Lam
17,"thanks, care, customer, thank, thanku",1,Penny Lam
-1,"problemsthank, option, provide, resolve, talking",2,Chad Wells
0,"daily, consistently, misbehaved, touche, woth",2,Chad Wells
1,"naturevery, politehave, shift, cooperative, mam",1,Chad Wells
3,"ends, survey, send, agent, needed",1,Chad Wells
-1,"chatbot, timeregards, happensfurther, mediums, mer",2,Brian Wall
1,"justify, pointed, interested, question, 23",1,Brian Wall
2,"cracked, interested, calling, conversation, quality",1,Brian Wall
3,"didnot, unfortunately, tried, lot, helped",1,Brian Wall
23,"accurate, giving, information, care, customer",1,Erin Le
12,"thanks, service, good, customer, nice",1,Melanie Lee
-1,"polite, talking, nice, support, customer",1,Elizabeth Garcia
2,"retanter, kept, nd, hold, didnt",1,Elizabeth Garcia
16,"supporting, talking, thank, care, good",1,Elizabeth Garcia
28,"se, kiye, strict, hi, nhi",1,Elizabeth Garcia
25,"service, good, customer, hole, job",1,James Pineda
-1,"life, worst, executive, customer, talk",1,Mr. Nathaniel Smith
1,"required, skills, best, experience, polite",2,Michelle Banks
-1,"thatall, unclear, kindly, voice, improve",1,Maria West
0,"queries, connect, resolving, able, executive",1,Maria West
1,"cust, ok, satisfactory, conversation, executive",1,Maria West
14,"polity, responded, patiently, listened, talked",1,Maria West
31,"appreciate, query, understand, solved, really",1,Maria West
-1,"easy, thanks, talk, talking, customer",1,Teresa George
0,"water, productsi, penalised, bottles, botlles",1,Teresa George
40,"service, good, customer, , ",1,Teresa George
-1,"exicutive, really, happy, talk, support",1,Marc Roberts
3,"throwjust, quicklyplz, agents, solution, got",1,Marc Roberts
7,"person, good, muchh, thise, toking",1,Marc Roberts
19,"easily, resolve, person, thanks, problem",1,Marc Roberts
0,"mail, da, defected, denial, arun",3,Marie Acosta
2,"lady, mebehaviour, idiot, ethics, regards",1,Marie Acosta
24,"minutes, solve, happy, issue, care",1,Marie Acosta
-1,"nature, supportive, nice, talking, person",2,Jerry Rodriguez
40,"service, good, customer, , ",1,Jerry Rodriguez
0,"facing, sides, productplease, refundreplacementone, broblemcustomers",1,Stephen Foster
0,"wellhe, need, quantity, forgot, ok",2,Mario Terrell
4,"staff, care, good, customer, experience",1,Mario Terrell
30,"hes, patient, knowledgeable, efforts, mr",1,Mario Terrell
-1,"sence, mr, talking, nice, talk",1,Steven Gates
12,"nice, service, customer, good, helpful",1,Steven Gates
-1,"technical, f17, plug, shuts, respondingevery",3,Ann English
0,"deptt, servicehappy, polity, harass, checking",3,Ann English
1,"slow, understanding, problem, executive, helpful",1,Ann English
42,"talking, good, sport, talk, excutive",1,Ann English
2,"speak, hold, hello, info, minute",1,Amy Flores
11,"happy, support, care, customer, satisfied",1,Amy Flores
24,"proclivity, productivity, meso, replacement, star",1,Amy Flores
0,"basket, grocery, items, pockets, orders",2,Michele Roberts
42,"sport, talking, good, talk, excutive",1,Michele Roberts
44,"coustomer, talk, care, costomer, good",1,Allison Mccall
48,"issuewant, share, spoke, feedback, best",1,Allison Mccall
1,"reachable, numbers, provide, poor, executive",1,Veronica Howell
14,"manner, humble, talked, way, talk",1,Veronica Howell
28,"bolraha, bataiye, dunga, tum, kya",1,Veronica Howell
-1,"great, help, support, executive, customer",1,Matthew Miller
0,"sweet, staff, nature, thanku, rude",1,Matthew Miller
8,"connect, easy, make, way, service",1,Matthew Miller
14,"languageshe, try, resolve, talk, problem",1,Matthew Miller
17,"ved, thanks, thank, support, service",1,Matthew Miller
18,"attend, person, good, excellent, best",1,Matthew Miller
0,"overall, thanks, support, shopzilla, care",1,Regina Harper
35,"giving, talking, nice, time, pleasure",1,Regina Harper
0,"laughing, bound, flow, exec, process",1,Laurie Wilson
-1,"unresolved, matter, query, service, customer",1,Kimberly Medina
0,"groceries, closed, wasting, missing, calling",1,Kimberly Medina
2,"keeping, disconnecting, calls, hold, long",1,Kimberly Medina
7,"person, good, muchh, thise, toking",1,Kimberly Medina
9,"im, solved, happy, thank, problem",1,Kimberly Medina
11,"satisfied, im, service, happy, customer",1,Kimberly Medina
25,"service, good, customer, hole, job",1,Kimberly Medina
38,"plzthis, upgrade, permission, person, honest",1,Kimberly Medina
-1,"immediately, understood, raised, mr, great",2,Todd Floyd
0,"personthanks, beautiful, hiring, behaviour, like",1,Todd Floyd
1,"behavior, like, executive, helpful, polite",1,Todd Floyd
6,"support, good, talk, customer, care",1,Todd Floyd
0,"bahut, help, shopzilla, care, good",1,Chelsea Johnson
16,"talk, nice, care, customer, talking",1,Chelsea Johnson
54,"communication, agent, care, good, customer",1,Chelsea Johnson
0,"tracked, clientplease, realtime, blackmailing, nearest",2,Robert Miranda
0,"26082023, ordering, showing, fulfilling, cancil",4,Madison Flores
6,"support, care, good, customer, supportive",1,Madison Flores
0,"happy, talk, shopzilla, executive, product",1,Todd Bennett
-1,"corporate, queries, mam, understand, behaviour",1,Nicholas Mata
1,"resolving, issue, executive, good, helpful",1,Nicholas Mata
8,"bring, easy, connect, way, support",1,Nicholas Mata
17,"thank, service, customer, thanks, care",1,Nicholas Mata
42,"talking, good, sport, talk, excutive",1,Nicholas Mata
-1,"eaisly, qnd, personality, responsive, previous",2,Eric Bowen
0,"disagreed, recieve, actions, mentioned, kindly",1,Eric Bowen
1,"noise, lot, talk, support, executive",1,Eric Bowen
0,"coming, spelling, opening, inside, mailed",1,Erica Harris
16,"talks, liked, way, really, happy",1,Erica Harris
-1,"care, service, good, customer, talk",1,Micheal Morgan
0,"phone, scratch, exchange, poco, m3",1,Micheal Morgan
1,"awesome, talking, executive, helpful, polite",1,Micheal Morgan
-1,"telugu, working, service, customer, talk",1,Raymond Mcgee
16,"skill, manner, talk, good, customer",1,Raymond Mcgee
2,"representatives, immediate, delayed, gets, connected",1,Michael Hart
6,"impressive, support, behaviour, way, solve",1,Michael Hart
-1,"quary, related, help, talking, good",1,Victoria Tran
0,"nookes, faults, purposely, reduce, value",1,Victoria Tran
34,"yougreat, sorted, soon, hope, day",1,Edward Moreno
0,"update, suprise, warst, conditions, near",1,Alicia Burton
2,"slove, sure, soon, able, make",1,Alicia Burton
-1,"resposne, kep, 78, statement, min",1,Amy Burke
0,"avail, ban, sells, options, fake",1,Amy Burke
33,"worst, deliverymost, servicespecially, post, service",1,Amy Burke
43,"hear, hope, talking, executive, customer",2,Amy Burke
-1,"reallynice, goodperson, communicationskillthankyou, sheis, easy",2,Misty Castillo
0,"right, eyes, item, gives, important",1,Misty Castillo
1,"helpful, nice, executive, polite, good",1,Misty Castillo
6,"currently, concerned, dealing, far, matter",1,Misty Castillo
13,"awesome, work, excellent, service, customer",1,Misty Castillo
15,"helpful, support, executive, good, customer",1,Misty Castillo
32,"nice, person, helpful, thank, ",1,Misty Castillo
-1,"poonam, sounding, work, excellent, way",1,Bobby Higgins
3,"missing, pickup, did, agent, product",1,Bobby Higgins
3,"thanks, agent, agents, knowledgeable, resolution",1,Tiffany Smith
6,"helpful, support, care, customer, supportive",1,Tiffany Smith
-1,"hes, guy, supportive, nice, person",1,Mackenzie Phillips
0,"orders, agents, contact, communication, customers",1,Mackenzie Phillips
12,"ok, service, good, customer, nice",1,Mackenzie Phillips
21,"improving, role, company, executive, care",1,Mackenzie Phillips
32,"nice, person, helpful, thank, ",1,Mackenzie Phillips
-1,"want, worst, experience, dont, solve",2,Charlotte Jacobs
0,"inform, request, 510, manufactured, yrs",2,Charlotte Jacobs
3,"patient, appreciate, work, agent, solve",1,Charlotte Jacobs
0,"damaged, task, permission, charge, product",1,Jesse Davis
-1,"hr, showed, repeating, keeps, ready",2,Victoria Butler
2,"transferring, disconnected, senior, told, person",1,Victoria Butler
12,"nice, service, good, care, customer",1,Victoria Butler
53,"helpful, person, gd, helpfulappreciating, qualified",1,Jose Roberts
0,"fitting, car, eligible, recieved, says",1,Makayla Randall
0,"applicationwebsite, growing, honest, quick, response",2,Erin Smith MD
1,"solvingkindly, assure, understands, strict, action",1,Erin Smith MD
19,"properlylast, facing, solving, better, problem",1,Erin Smith MD
-1,"good, executive, customer, talk, talking",1,Patrick Lee Jr.
2,"disconnected, agent, support, senior, hold",1,Patrick Lee Jr.
13,"late, excellent, hours, service, awesome",1,Patrick Lee Jr.
25,"service, good, customer, hole, job",1,Patrick Lee Jr.
0,"phone, exchange, dnt, bent, old",2,Olivia Villa
-1,"representative, work, happy, talking, service",2,Joel Marsh
1,"cosmer, superb, interaction, satisfied, excellent",2,Joel Marsh
5,"helps, effective, actually, manner, executive",1,Joel Marsh
11,"executivethank, friendly, happy, helpful, satisfied",2,Joel Marsh
29,"happing, thanx, person, nice, humble",2,Joel Marsh
0,"onboarding, upto, sold, mark, review",1,Catherine Baird
38,"person, good, mindblowing, tolking, thish",1,Catherine Baird
52,"excellent, care, service, customer, pethetic",1,Molly Lozano
0,"stock, cancell, blacklisted, stating, reasons",2,Brandon Escobar
37,"wass, god, idea, thats, talking",1,Carolyn Goodman DVM
0,"policyi, means, officer, directly, mistake",1,Willie Flores
11,"thomson, regards, tv, unhappy, happy",1,Carol Hansen
2,"raised, guest, heryou, initial, complaint",1,Robert Smith
3,"attentive, intelligent, keeps, doing, mr",1,Robert Smith
-1,"job, excellent, nice, executive, support",2,Julie Williams
0,"guidlines, independence, properlyhappy, specialy, understanding",1,Julie Williams
5,"shopping, skills, better, app, communication",1,Julie Williams
19,"basis, enhance, priority, proper, resolve",1,Julie Williams
32,"nice, person, helpful, thank, ",1,Julie Williams
0,"raise, complaint, said, did, agent",1,Victoria Scott
0,"anybody, longer, quantity, excutive, responsible",2,Samuel Douglas
3,"professionally, way, guys, understanding, agent",1,Samuel Douglas
31,"passss, timeeeee, wrost, interested, query",1,Richard Ortiz
19,"wd, thnk, failure, friendly, solve",1,Edward Hawkins
-1,"costmor, employee, maam, satisfied, talk",2,Ashley Hamilton
0,"damaged, 500, confusion, outrightly, appropriate",2,Ashley Hamilton
1,"manipulative, did, help, executive, helpful",1,Christine Jackson
11,"schedlingdelivering, happy, shared, unhappy, clear",1,Christine Jackson
54,"communication, agent, good, care, customer",2,Christine Jackson
34,"entertain, trying, solve, just, talking",1,Brett Smith
0,"shopzillacustomer, information, bad, care, shopzilla",1,Anthony Hayes
1,"executiveunderstanding, quicklythank, good, executive, helpful",1,Anthony Hayes
12,"service, good, customer, nice, helpful",1,Anthony Hayes
-1,"tommorow, rakhi, thanku, hope, got",1,Shelly Bell
2,"fulfill, complain, hold, say, solved",1,Noah Chase
6,"support, care, good, customer, supportive",1,Noah Chase
20,"carefully, grocery, kindly, items, service",1,Noah Chase
7,"person, good, muchh, thise, toking",1,Robert Harris
46,"staff, queries, supportive, understand, helpful",1,Robert Harris
0,"beavers, quickly, love, agents, solved",2,Matthew Bennett
2,"patientlyhe, responsivehe, needful, listened, did",1,Matthew Bennett
13,"excellent, effective, solution, response, service",1,Matthew Bennett
15,"informative, efficient, support, time, executive",1,Matthew Bennett
18,"person, good, excellent, attend, best",1,Steven Cline
42,"talking, good, sport, talk, excutive",1,Steven Cline
-1,"thankyou, handles, coperate, say, refund",4,Ashley Espinoza
6,"supportive, care, customer, support, good",1,Ashley Espinoza
-1,"conditionthe, sincerity, spot, kudos, 1010",2,David Weaver
0,"resolveable, member, nice, shopzilla, executive",1,David Weaver
9,"quickly, solved, thank, problem, person",1,David Weaver
22,"solvedthank, talked, way, problem, talking",1,David Weaver
-1,"appreciable, putting, little, negative, approach",1,James Tran
0,"received, open, liability, box, kindly",2,Dawn Porter
0,"accept, different, sailor, salesman, 5399rs",1,Sean Williams
1,"queries, costumer, understand, polite, executive",1,Sean Williams
13,"excellent, service, customer, awesome, amazing",1,Sean Williams
4,"deal, amazing, customers, good, care",1,Mary Powell
8,"email, ids, sutomer, deleted, tough",1,Mary Powell
20,"explaining, service, good, nice, customer",1,Mary Powell
34,"high, priority, lovely, kept, quite",1,Debra Hanson
36,"talk, nice, comfortable, deal, feel",1,Debra Hanson
0,"aarange, traumatic, misguide, undergoing, anymore",1,Janice Santiago
2,"tonur, puts, handover, requesting, mute",1,Jessica Wright
4,"job, care, good, customer, experience",1,Jessica Wright
56,"nice, care, support, customer, services",1,Jessica Wright
-1,"mannerful, sense, assistant, partner, nd",1,Melissa West
0,"emotional, errant, festival, punished, mistake",1,Gregory Andrews
